doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,is_a,"{('ewing sarcoma of bone', '""this family of tumors""', 'is_a'), ('primitive neuroectodermal tumor', 'tumor', 'is_a'), ('ewing sarcoma of bone', 'aggressive cancer', 'is_a')}","{('ewing sarcoma', '""this family""', 'is_a'), ('ewing sarcoma', 'aggressive cancer', 'is_a'), ('extraosseous ewing sarcoma', 'ewing sarcoma', 'is_a'), ('primitive neuroectodermal tumor', 'ewing sarcoma', 'is_a'), (""askin's tumor"", 'ewing sarcoma', 'is_a'), ('extraosseous ewing sarcoma', '""it""', 'is_a'), ('""these tumors""', 'ewing family of tumors', 'is_a')}"
Hypoplastic-Left-Heart-Syndrome,"{'anaphora', 'is_a'}","{'anaphora', 'is_acron', 'produces', 'is_a'}",,,
,,,is_acron,"{('hlhs', 'hypoplastic left heart syndrome', 'is_acron')}",
,,,produces,"{('""this disorder""', 'blood is returning to the heart through pulmonary artery', 'produces'), ('congenital heart defects', 'four chambers of the heart defects', 'produces'), ('congenital heart defects', 'blood is returning to the heart through aorta', 'produces'), ('congenital heart defects', 'valves', 'produces'), ('congenital heart defects', 'two lower chambers', 'produces'), ('congenital heart defects', 'ventricles', 'produces')}",
,,,anaphora,set(),"{('hypoplastic left heart syndrome', '""the disorder""', 'anaphora')}"
,,,is_a,"{('hlhs', 'congenital heart defects', 'is_a')}",set()
Fetal-Hydantoin-Syndrome,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('fetal hydantoin syndrome', '""it""', 'anaphora')}",set()
Arthritis-Infectious,"{'anaphora', 'produces'}","{'anaphora', 'increases_risk_of', 'produces'}",,,
,,,increases_risk_of,"{('mumps', '""the infection""', 'increases_risk_of'), ('hepatitis b', '""the infection""', 'increases_risk_of'), ('rheumatoid arthritis', '""the infection""', 'increases_risk_of'), ('rheumatoid arthritis', '""the disorder""', 'increases_risk_of')}",
,,,anaphora,"{('infectious arthritis', '""the disorder""', 'anaphora'), ('infectious arthritis', '""the disease""', 'anaphora'), ('infectious arthritis', '""it""', 'anaphora')}","{('headaches', '""the disorder""', 'anaphora')}"
,,,produces,"{('""the infection""', 'painful swelling of one or more joints', 'produces'), ('""the infection""', 'weakness', 'produces'), ('""the infection""', 'inflammation of one or more joints of the body', 'produces')}","{('hepatitis b', 'hepatitis', 'produces'), ('""the infection""', 'general weakness', 'produces'), ('""the infection""', 'inflammation and painful swelling of one or more joints of the body', 'produces'), ('headaches', 'arthritis', 'produces'), ('arthritis', 'rheumatoid arthritis', 'produces')}"
Townes-Brocks-Syndrome,"{'anaphora', 'produces', 'is_a', 'is_acron'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('townes-brocks syndrome', '""it""', 'anaphora'), ('townes-brocks syndrome', '""the condition""', 'anaphora')}","{('townes-brock syndrome', '""this condition""', 'anaphora')}"
,,,produces,"{('townes-brocks syndrome', 'short third toe', 'produces'), ('townes-brocks syndrome', 'triphalangeal thumbs', 'produces'), ('townes-brocks syndrome', 'flat feet', 'produces'), ('townes-brocks syndrome', 'duplicated thumbs', 'produces'), ('townes-brocks syndrome', 'overlapping toes', 'produces')}","{('tbs', 'conductive hearing loss', 'produces'), ('tbs', 'thumb malformations', 'produces'), ('tbs', 'folded rim of skin and cartilage around the outer ear', 'produces'), ('townes-brocks syndrome', 'kidney anomalies', 'produces'), ('tbs', 'flat feet', 'produces'), ('townes-brocks syndrome', 'horseshoe kidney', 'produces'), ('tbs', 'overlapping toes', 'produces'), ('tbs', 'imperforate anus', 'produces'), ('tbs', 'short third toe', 'produces'), ('townes-brocks syndrome', 'polycystic kidneys', 'produces'), ('tbs', 'preaxial polydactyly', 'produces'), ('townes-brocks syndrome', 'displaced or rotated kidneys', 'produces'), ('tbs', 'small ears', 'produces'), ('townes-brocks syndrome', 'kidney malformations', 'produces'), ('townes-brocks syndrome', 'kidney dysfunction', 'produces'), ('townes-brocks syndrome', 'mental retardation', 'produces'), ('tbs', 'feet anomalies', 'produces'), ('tbs', 'congenital sensorineural', 'produces'), ('tbs', 'triphalangeal thumbs', 'produces')}"
,,,is_a,set(),set()
,,,is_acron,set(),"{('tbs', 'townes-brocks syndrome', 'is_acron')}"
Turner-Syndrome,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('turner syndrome', '""it""', 'anaphora')}",set()
Cornelia-de-Lange-Syndrome,"{'increases_risk_of', 'is_acron', 'produces', 'is_a', 'anaphora'}","{'anaphora', 'produces', 'is_a'}",,,
,,,increases_risk_of,set(),"{('cdls', 'respiratory infections', 'increases_risk_of')}"
,,,is_acron,set(),"{('cdls)', 'cornelia de lange syndrome', 'is_acron')}"
,,,produces,"{('cornelia de lange syndrome', 'clinodactyly', 'produces'), ('""the disorder""', 'malformations of the hands', 'produces'), ('cornelia de lange syndrome', 'micrognathia', 'produces'), ('""the disorder""', 'characteristic abnormalities of the head and facial (craniofacial) area', 'produces'), ('cornelia de lange syndrome', 'microbrachycephaly', 'produces'), ('cornelia de lange syndrome', 'anteverted nares', 'produces'), ('""the disorder""', 'mild to severe intellectual disability', 'produces'), ('cornelia de lange syndrome', 'philtrum', 'produces'), ('cornelia de lange syndrome', 'small hands', 'produces'), ('cornelia de lange syndrome', 'breathing difficulties', 'produces'), ('cornelia de lange syndrome', 'small feet', 'produces'), ('""the disorder""', 'postnatal growth retardation', 'produces'), ('""the disorder""', 'malformations of the arms', 'produces'), ('cornelia de lange syndrome', 'syndactyly', 'produces'), ('cornelia de lange syndrome', 'low hairline on the forehead and the back of the neck', 'produces'), ('cornelia de lange syndrome', 'feeding difficulties', 'produces'), ('""the disorder""', 'prenatal growth retardation', 'produces'), ('cornelia de lange syndrome', 'prominent vertical groove between the upper lip and nose', 'produces'), ('""the disorder""', 'distinctive facial appearance', 'produces'), ('cornelia de lange syndrome', 'flattened nasal bridge', 'produces'), ('cornelia de lange syndrome', 'distinctive malformations of the limbs', 'produces')}","{('cdls', 'delayed skeletal maturation', 'produces'), ('cdls', 'physical abnormalities', 'produces'), ('cdls', 'absence of the forearms, hands, and fingers', 'produces'), ('""the disorder""', 'micrognathia', 'produces'), ('""the disorder""', 'microbrachycephaly', 'produces'), ('""the disorder""', 'thin, downturned lips', 'produces'), ('cdls', 'hearing loss', 'produces'), ('""the disorder""', 'synophrys', 'produces'), ('cdls', 'heart defects', 'produces'), ('cdls', 'small hands', 'produces'), ('""the disorder""', 'anteverted nares', 'produces'), ('cornelia de lange syndrome', 'postnatal growth retardation', 'produces'), ('cdls', 'breathing difficulties', 'produces'), ('""the disorder""', 'low-set ears', 'produces'), ('""the disorder""', 'characteristic facial abnormalities', 'produces'), ('""the disorder""', 'maxillary prognathism', 'produces'), ('cornelia de lange syndrome', 'malformations of the upper limbs', 'produces'), ('cdls', 'small feet', 'produces'), ('""the disorder""', 'low hairline on the forehead and the back of the neck', 'produces'), ('""the disorder""', 'prominent vertical philtrum', 'produces'), ('cornelia de lange syndrome', 'abnormalities of the head and facial (craniofacial) area', 'produces'), ('cdls', 'syndactyly', 'produces'), ('cdls)', 'prenatal growth retardation', 'produces'), ('cdls', 'feeding difficulties', 'produces'), ('cdls', 'low-pitched ""growling"" cry and low voice', 'produces'), ('""the disorder""', 'curly, unusually long eyelashes', 'produces'), ('""the disorder""', 'depressed nasal bridge', 'produces'), ('cdls', 'malformations of the limbs', 'produces'), ('cornelia de lange syndrome', 'intellectual disability', 'produces'), ('cornelia de lange syndrome', 'distinctive facial appearance', 'produces'), ('cdls', 'clinodactyly', 'produces')}"
,,,is_a,set(),set()
,,,anaphora,"{('cdls', '""it""', 'anaphora')}",set()
Cat-Eye-Syndrome,"{'produces', 'anaphora', 'is_acron', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,produces,"{('""this syndrome""', 'elongated pupil', 'produces'), ('""this syndrome""', 'cleft or gap in the iris below the pupil', 'produces')}","{('cat eye syndrome', 'elongated pupil', 'produces'), ('cat eye syndrome', 'gap in the iris below the pupil', 'produces'), ('cat eye syndrome', 'coloboma', 'produces'), ('cat eye syndrome', ""appearance of a cat's eye"", 'produces'), ('cat eye syndrome', 'eye abnormality', 'produces')}"
,,,anaphora,"{('cat eye syndrome', '""the disorder""', 'anaphora'), ('cat eye syndrome', '""this defect""', 'anaphora')}",set()
,,,is_acron,set(),"{('ces', 'cat eye syndrome', 'is_acron')}"
,,,is_a,"{('ces', '""the disorder""', 'is_a'), ('""this syndrome""', '""the disorder""', 'is_a')}",set()
Buerger_s-Disease,"{'anaphora', 'produces', 'is_synon'}","{'anaphora', 'produces', 'is_a'}",,,
,,,is_a,"{(""buerger's disease"", 'vascular disorder', 'is_a')}",
,,,anaphora,set(),set()
,,,produces,"{(""buerger's disease"", 'clotting of certain veins', 'produces'), (""buerger's disease"", 'pain of the lower arms and legs', 'produces'), (""buerger's disease"", 'ulceration', 'produces'), (""buerger's disease"", 'thrombosis', 'produces'), (""buerger's disease"", 'peripheral vascular disease', 'produces'), (""buerger's disease"", 'tissue death', 'produces'), (""buerger's disease"", 'claudication', 'produces'), (""buerger's disease"", 'inflammation', 'produces'), (""buerger's disease"", 'occlusion of the veins and arteries of the extremities', 'produces'), (""buerger's disease"", 'cramping in the legs', 'produces')}","{('""it""', 'extreme pain of the legs', 'produces'), ('""it""', 'extreme pain of the lower arms while at rest', 'produces'), ('""it""', 'narrowing or blockage (occlusion) of the veins and arteries of the extremities', 'produces'), (""buerger's disease"", 'ulcers on the extremities', 'produces'), ('""it""', 'cramping in the legs when they walk', 'produces'), ('""it""', 'claudication', 'produces'), ('""it""', 'peripheral vascular disease', 'produces')}"
,,,is_synon,set(),"{('thromboangiitis obliterans', ""buerger's disease"", 'is_synon')}"
Human-Monocytic-Ehrlichiosis-(HME),"{'produces', 'anaphora', 'is_acron', 'is_a'}","{'anaphora', 'is_a'}",,,
,,,produces,set(),"{('sennetsu fever', 'fever', 'produces')}"
,,,anaphora,"{('human monocytic ehrlichiosis', '""these diseases""', 'anaphora'), ('hme', '""the diseases""', 'anaphora'), ('sennetsu fever', '""the disorders""', 'anaphora'), ('human monocytic ehrlichiosis', '""the disorders""', 'anaphora')}","{('human ehrlichioses', '""these diseases""', 'anaphora'), ('human ehrlichioses', '""the disorders""', 'anaphora')}"
,,,is_acron,set(),"{('hme', 'human monocytic ehrlichiosis', 'is_acron')}"
,,,is_a,"{('sennetsu fever', 'infectious disease', 'is_a')}","{('human monocytic ehrlichiosis', 'human ehrlichioses', 'is_a'), ('sennetsu fever', 'human ehrlichioses', 'is_a'), ('human granulocytic ehrlichiosis', 'human ehrlichioses', 'is_a')}"
Pycnodysostosis,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
Empty-Sella-Syndrome,"{'is_synon', 'anaphora', 'increases_risk_of', 'produces'}","{'anaphora', 'produces', 'is_synon'}",,,
,,,is_synon,"{('pseudotumor cerebri', '""it""', 'is_synon')}","{('hormone deficiencies', 'completely filled with cerebrospinal fluid with no visualized pituitary gland', 'is_synon')}"
,,,anaphora,"{('empty sella syndrome', '""it""', 'anaphora')}",set()
,,,increases_risk_of,set(),"{('idiopathic intracranial hypertension', '""it""', 'increases_risk_of'), ('empty sella syndrome', '""it""', 'increases_risk_of'), ('pituitary tumor', '""it""', 'increases_risk_of')}"
,,,produces,"{('empty sella syndrome', 'pituitary gland in the floor of the sella', 'produces'), ('empty sella syndrome', 'completely empty sella', 'produces'), ('empty sella syndrome', 'enlargement or malformation of a structure in the skull', 'produces'), ('empty sella syndrome', 'partial empty sella', 'produces'), ('empty sella syndrome', 'sella turcica is a type of saddle-shaped depression', 'produces')}","{('primary empty sella syndrome', 'hypertension', 'produces'), ('empty sella syndrome', 'hormone deficiencies', 'produces'), ('empty sella syndrome', 'enlargement or malformation of sella turcica', 'produces'), ('partially empty sella', 'very small associated pituitary gland lying in the floor of the sella', 'produces'), ('idiopathic intracranial hypertension', 'elevated intracranial', 'produces'), ('completely empty sella', 'completely filled with cerebrospinal fluid with no visualized pituitary gland', 'produces'), ('partially empty sella', 'sella turcica is either partially filled with cerebrospinal fluid', 'produces')}"
Agenesis-of-Corpus-Callosum,"{'anaphora', 'is_acron', 'increases_risk_of', 'produces'}","{'anaphora', 'produces', 'is_a'}",,,
,,,is_a,"{('""it""', '""this disorder""', 'is_a')}",
,,,anaphora,set(),"{('acc', '""this disorder""', 'anaphora'), ('spina bifida', '""this disorder""', 'anaphora')}"
,,,is_acron,set(),"{('acc', 'acc', 'is_acron')}"
,,,increases_risk_of,set(),"{('fetal alcohol syndrome', 'acc', 'increases_risk_of')}"
,,,produces,"{('""it""', 'mental retardation', 'produces'), ('agenesis of corpus callosum', 'partial or complete absence (agenesis) of an area of the brain that is usually composed of transverse fibers', 'produces'), ('""it""', 'intrauterine development disturbance of the fetal brain', 'produces'), ('agenesis of corpus callosum', 'mental retardation', 'produces')}","{('spina bifida', 'meningomyelocele', 'produces'), ('fetal alcohol syndrome', 'mental retardation', 'produces'), ('spina bifida', 'meningocele', 'produces'), ('""it""', 'partial or complete absence (agenesis) of an area of the brain that connects the two cerebral hemispheres', 'produces'), ('spina bifida', 'open (or non-fused) spine', 'produces'), ('""it""', 'developmental disturbance of the fetal brain', 'produces')}"
Barakat-Syndrome,"{'anaphora', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),"{('barakat syndrome', '""the syndrome""', 'anaphora')}"
,,,produces,"{('hypocalcemia', 'convulsions', 'produces'), ('hypocalcemia', 'proteinuria', 'produces'), ('hypocalcemia', 'hematuria', 'produces'), ('hypocalcemia', 'low blood calcium', 'produces'), ('hypocalcemia', 'muscle weakness', 'produces'), ('hypocalcemia', 'nephrotic syndrome', 'produces'), ('hypocalcemia', 'tetany', 'produces')}","{('progressive sensorineural deafness', 'deafness', 'produces'), ('nephrotic syndrome', 'deletion 22q11 syndrome', 'produces'), ('nephrotic syndrome', 'proteinuria', 'produces'), ('nephrotic syndrome', 'hypocalcemia', 'produces'), ('nephrotic syndrome', 'kidney disease', 'produces'), ('nephrotic syndrome', 'hematuria', 'produces'), ('nephrotic syndrome', 'muscle weakness', 'produces'), ('nephrotic syndrome', 'nephrotic syndrome', 'produces'), ('nephrotic syndrome', 'renal insufficiency', 'produces')}"
Kienbock-Disease,"{'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('kienbock disease', '""it""', 'anaphora'), ('kienbock disease', '""the disease""', 'anaphora')}",
,,,produces,"{('""the disease""', 'inflammation of the wrists', 'produces'), ('""the disease""', 'tenderness', 'produces'), ('""the disease""', 'injury of the wrists', 'produces'), ('""the disease""', 'thickening and / or stiffness in the overlying tissues of the wrist', 'produces'), ('kienbock disease', 'recurrent pain in conjunction with stiffness in the wrist', 'produces'), ('""the disease""', 'kienbock disease', 'produces'), ('""the disease""', 'pain', 'produces'), ('""the disease""', 'swelling', 'produces'), ('kienbock disease', 'thickening and / or stiffness in the overlying tissues of the wrist', 'produces'), ('""the disease""', 'softening, deterioration, fragmentation or compression of the affected bone', 'produces')}","{('kienbock disease', 'negative ulnar variance', 'produces'), ('kienbock disease', 'recurrent pain', 'produces'), ('kienbock disease', 'range of motion may become restricted', 'produces'), ('kienbock disease', 'stiffness', 'produces'), ('kienbock disease', 'thickening', 'produces'), ('kienbock disease', 'degenerative changes in the lunate bone of the wrist', 'produces')}"
,,,is_a,set(),set()
Alport-Syndrome,"{'anaphora', 'increases_risk_of'}","{'anaphora', 'is_a'}",,,
,,,is_a,"{('alport syndrome', 'chronic kidney disease', 'is_a')}",
,,,anaphora,set(),set()
,,,increases_risk_of,set(),"{('chronic kidney disease', 'alport syndrome', 'increases_risk_of'), ('end-stage renal disease', 'alport syndrome', 'increases_risk_of')}"
Acanthosis-Nigricans,"{'increases_risk_of', 'is_acron', 'produces', 'is_a', 'anaphora'}","{'increases_risk_of', 'is_acron', 'produces', 'is_a', 'anaphora'}",,,
,,,increases_risk_of,"{('tumor', '""it""', 'increases_risk_of'), ('cancer', '""it""', 'increases_risk_of')}","{('obesity', '""the disorder""', 'increases_risk_of')}"
,,,is_acron,"{('""it""', 'acanthosis nigricans', 'is_acron')}","{('an', 'acanthosis nigricans', 'is_acron')}"
,,,produces,"{('acanthosis nigricans', 'hyperpigmentation', 'produces'), ('""it""', 'hyperkeratosis of the skin', 'produces'), ('""it""', 'obesity', 'produces'), ('""it""', 'acanthosis nigricans', 'produces')}","{('acanthosis nigricans', 'hyperpigmentation of the skin', 'produces')}"
,,,is_a,set(),set()
,,,anaphora,"{('acanthosis nigricans', '""the disorder""', 'anaphora')}","{('an', '""the disorder""', 'anaphora')}"
Schindler-disease,"{'anaphora', 'produces', 'is_a', 'is_synon'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,set(),"{('schindler disease type i', '""type i""', 'anaphora'), ('schindler disease type ii', '""type ii""', 'anaphora'), ('lysosomal storage diseases', '""these disorders""', 'anaphora')}"
,,,produces,"{('schindler disease', 'glycosphingolipids', 'produces'), ('schindler disease', 'accumulation of certain complex compounds', 'produces'), ('schindler disease', 'glycoproteins', 'produces'), ('schindler disease', 'oligosaccharides', 'produces')}","{('schindler disease', 'abnormal accumulation of glycosphingolipids, glycoproteins, and oligosaccharides', 'produces')}"
,,,is_a,"{('type i schindler disease', 'schindler disease', 'is_a'), ('type ii schindler disease', 'schindler disease', 'is_a')}","{('fabry diseases', 'lysosomal storage diseases', 'is_a'), ('schindler disease', 'lysosomal storage diseases', 'is_a'), ('gaucher diseases', 'lysosomal storage diseases', 'is_a'), ('alpha-n-acetylgalactosaminidase deficiency', '""these disorders""', 'is_a')}"
,,,is_synon,set(),"{('alpha-n-acetylgalactosaminidase deficiency', 'schindler disease', 'is_synon')}"
Mandibuloacral-Dysplasia,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
Classic-Infantile-CLN1-Disease,set(),set(),,,
Retroperitoneal-Fibrosis,"{'anaphora', 'produces', 'is_a'}","{'produces', 'is_synon', 'anaphora', 'is_a'}",,,
,,,is_synon,"{('idiopathic', 'drug-induced cases of retroperitoneal fibrosis', 'is_synon')}",
,,,anaphora,set(),set()
,,,produces,"{('retroperitoneal fibrosis', 'fibrosis', 'produces')}","{('retroperitoneal fibrosis', 'abnormal tissue growth often spreads to affect the ureters', 'produces'), ('retroperitoneal fibrosis', 'ureters blocked by the excess tissue', 'produces'), ('retroperitoneal fibrosis', 'methysergide', 'produces'), ('retroperitoneal fibrosis', 'fibrosis behind the peritoneum', 'produces'), ('malignant tumors', 'methysergide', 'produces'), ('retroperitoneal fibrosis', 'tissue growth', 'produces')}"
,,,is_a,set(),set()
Antiphospholipid-Syndrome,"{'increases_risk_of', 'is_synon', 'is_acron', 'produces', 'is_a'}","{'increases_risk_of', 'is_acron', 'produces', 'is_a', 'anaphora'}",,,
,,,anaphora,"{('aps', '""it""', 'anaphora')}",
,,,increases_risk_of,"{('autoimmune disorder', 'aps', 'increases_risk_of'), ('systemic lupus erythematosus', 'aps', 'increases_risk_of')}","{('aps', 'aps', 'increases_risk_of')}"
,,,is_synon,set(),"{('systemic lupus erythematosus', 'secondary antiphospholipid syndrome', 'is_synon')}"
,,,is_acron,"{('aps', 'primary antiphospholipid syndrome', 'is_acron')}","{('secondary antiphospholipid syndrome', 'antiphospholipid syndrome', 'is_acron')}"
,,,produces,"{('aps', 'thromboses', 'produces'), ('aps', 'blood clots', 'produces'), ('aps', 'organ system dysfunctions', 'produces')}","{('antiphospholipid syndrome', 'thromboses', 'produces')}"
,,,is_a,"{('aps', 'autoimmune disorder', 'is_a')}","{('antiphospholipid syndrome', 'autoimmune disorder', 'is_a'), ('primary antiphospholipid syndrome', 'aps', 'is_a'), ('secondary antiphospholipid syndrome', 'aps', 'is_a')}"
Floating-Harbor-Syndrome,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('floating-harbor syndrome', '""these individuals""', 'anaphora')}",set()
Melorheostosis,{'produces'},set(),,,
,,,produces,set(),"{('melorheostosis', 'sclerotic bone lesions', 'produces')}"
Monilethrix,"{'anaphora', 'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,set(),set()
,,,produces,"{('monilethrix produces hair shaft resembling a string of evenly-spaced beads. monilethrix produces hair shafts resemble a string of evenly-spaced beads. monilethrix', 'papules surrounding the hair follicles', 'produces'), ('monilethrix', 'hair loss', 'produces'), ('monilethrix', 'hair may break before reaching more than a few inches in length', 'produces'), ('monilethrix', 'sparse, dry, and / or brittle hair', 'produces'), ('monilethrix', 'papules surrounding the hair follicles', 'produces')}","{('monilethrix', 'hair shaft resembles a string of evenly-spaced beads', 'produces'), ('monilethrix', 'sparse, dry, and/or brittle hair', 'produces'), ('monilethrix', 'papules', 'produces'), ('monilethrix', 'hair may lack luster', 'produces')}"
,,,is_a,set(),set()
Fibrous-Dysplasia,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('fibrous dysplasia', '""the monostotic form""', 'anaphora')}",set()
Meige-Syndrome,"{'anaphora', 'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,set(),set()
,,,produces,"{('meige syndrome', 'involuntary muscle contractions of the tongue', 'produces'), ('meige syndrome', 'involuntary muscle contractions of the jaw', 'produces')}","{('meige syndrome', 'oromandibular dystonia', 'produces')}"
,,,is_a,set(),set()
VACTERL-Association,set(),set(),,,
Pseudocholinesterase-Deficiency,"{'anaphora', 'produces', 'is_a', 'is_synon'}","{'anaphora', 'is_acron', 'produces', 'is_a'}",,,
,,,is_acron,"{('""it""', 'pseudocholinesterase deficiency', 'is_acron')}",
,,,anaphora,"{('pseudocholinesterase deficiency', '""the disorder""', 'anaphora'), ('pseudocholinesterase deficiency', '""the drug""', 'anaphora')}","{('pseudocholinesterase deficiency', '""it""', 'anaphora'), ('obstructive apnea', '""the disorder""', 'anaphora')}"
,,,produces,"{('pseudocholinesterase deficiency', 'apnea', 'produces'), ('pseudocholinesterase deficiency', 'absence of the enzyme pseudocholinesterase in their blood serum', 'produces'), ('pseudocholinesterase deficiency', 'hypersensitivity to any of several anesthetics', 'produces'), ('""the drug""', 'diaphragmatic apnea', 'produces'), ('""the drug""', 'central apnea', 'produces'), ('""the drug""', 'apnea', 'produces'), ('""the drug""', 'upper airway apnea', 'produces'), ('pseudocholinesterase deficiency', 'excess anesthetic agent succinylcholine', 'produces'), ('pseudocholinesterase deficiency', 'respiratory muscles paralyzed', 'produces'), ('pseudocholinesterase deficiency', 'mivacurium', 'produces'), ('pseudocholinesterase deficiency', 'mechanical ventilation is essential', 'produces')}","{('pseudocholinesterase deficiency', 'if anesthetic derivative of choline given apnea', 'produces'), ('central apnea', 'no chest movements during the pauses in breathing', 'produces'), ('""it""', 'apnea', 'produces'), ('pseudocholinesterase deficiency', 'very sensitive to derived from choline', 'produces'), ('infantile apnea', ""pauses in breathing during an infant's sleep"", 'produces'), ('pseudocholinesterase deficiency', 'when anesthetic drugs administered muscles that work the lungs may become paralyzed', 'produces'), ('pseudocholinesterase deficiency', 'very sensitive to any of several anesthetic agents', 'produces'), ('""the disorder""', 'chest movements but no passage of air through the mouth or nostrils', 'produces'), ('mixed apnea', 'central apnea followed by or intermixed with an obstructive apnea', 'produces'), ('infantile apnea', 'apnea', 'produces'), ('pseudocholinesterase deficiency', 'shortage or absence of the enzyme pseudocholinesterase in their blood serum', 'produces'), ('pseudocholinesterase deficiency', 'deficiency of the enzyme pseudocholinesterase', 'produces')}"
,,,is_a,set(),set()
,,,is_synon,set(),"{('diaphragmatic apnea', 'central apnea', 'is_synon'), ('upper airway apnea', 'obstructive apnea', 'is_synon')}"
Ovotesticular-Disorder-of-Sex-Development,"{'is_acron', 'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('ovotesticular disorder of sex development', '""the disorder of sex development""', 'anaphora'), ('ovotesticular disorder of sex development', '""it""', 'anaphora')}",
,,,is_acron,set(),"{('ovotesticular dsd', 'ovotesticular disorder of sex development', 'is_acron')}"
,,,produces,"{('""it""', 'male testes', 'produces'), ('""it""', 'female gonads', 'produces')}","{('ovotesticular disorder of sex development', 'born with female ovaries and male testes', 'produces'), ('ovotesticular disorder of sex development', 'gonads can be any combination of ovary, testes or combined ovary and testes (ovotestes)', 'produces')}"
,,,is_a,"{('ovotesticular dsd', '""it""', 'is_a')}","{('ovotesticular dsd', 'disorder of sex development', 'is_a')}"
Balo-Disease,{'produces'},"{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('balo disease', '""the disease""', 'anaphora'), ('balo disease', '""the disorder""', 'anaphora'), ('balo disease', '""it""', 'anaphora'), ('ms', '""type of ms""', 'anaphora'), ('ms', '""the more common type""', 'anaphora')}",
,,,is_a,"{('balo disease', 'autoimmune disorders', 'is_a')}",
,,,produces,"{('balo disease produces painful head aches. balo disease', 'high fever', 'produces'), ('balo disease produces paralysis. balo disease', 'intellectual impairment', 'produces'), ('ms', 'gradual onset of symptoms', 'produces'), ('balo disease', 'fever', 'produces'), ('balo disease', 'spastic paraplegia', 'produces'), ('balo disease', 'neurological symptoms', 'produces'), ('balo disease', 'painful legs', 'produces')}","{('balo disease', 'spasticity', 'produces'), ('ms', 'muscle spasms', 'produces'), ('balo disease', 'intellectual impairment', 'produces'), ('ms', 'paralysis', 'produces'), ('balo disease', 'high fever', 'produces'), ('balo disease', 'painful headaches', 'produces'), ('infectious disease', 'high fever', 'produces'), ('infectious disease', 'painful headaches', 'produces'), ('balo disease', 'paralysis', 'produces')}"
Argininie_-Glycine-Amidinotransferase-Deficiency,{'produces'},set(),,,
,,,produces,set(),"{('ccds', 'agat', 'produces'), ('agat', 'intellectual disabilities', 'produces'), ('agat', 'seizure', 'produces'), ('agat', 'delayed speech', 'produces'), ('ccds', 'autism', 'produces')}"